lon,lat,ocean_zone
145.0683802851764,-15.053463060487172,1
145.10882395203467,-15.361221927482731,1
145.10882395203467,-15.333262463791849,1
145.10882395203467,-15.305299258564816,1
145.10882395203467,-15.277332317968689,1
145.10882395203467,-15.249361648164198,1
145.10882395203467,-15.221387255320039,1
145.10882395203467,-15.19340914561238,1
145.10882395203467,-15.165427325218149,1
145.10882395203467,-15.137441800319289,1
145.10882395203467,-15.109452577105163,1
145.10882395203467,-15.081459661757394,1
145.10882395203467,-15.053463060487172,1
145.14926761890143,-15.75225811847415,1
145.14926761890143,-15.724351680679318,1
145.14926761890143,-15.696441415564804,1
145.14926761890143,-15.668527329229988,1
145.14926761890143,-15.6406094277704,1
145.14926761890143,-15.61268771730549,1
145.14926761890143,-15.584762203930909,1
145.14926761890143,-15.556832893769037,1
145.14926761890143,-15.528899792954311,1
145.14926761890143,-15.500962907600906,1
145.14926761890143,-15.473022243839456,1
145.14926761890143,-15.445077807805651,1
145.14926761890143,-15.417129605643503,1
145.14926761890143,-15.389177643484297,1
145.14926761890143,-15.361221927482731,1
145.14926761890143,-15.333262463791849,1
145.14926761890143,-15.305299258564816,1
145.14926761890143,-15.277332317968689,1
145.14926761890143,-15.249361648164198,1
145.14926761890143,-15.221387255320039,1
145.14926761890143,-15.19340914561238,1
145.14926761890143,-15.165427325218149,1
145.14926761890143,-15.137441800319289,1
145.14926761890143,-15.109452577105163,1
145.14926761890143,-15.081459661757394,1
145.14926761890143,-15.053463060487172,1
145.18971128576914,-15.975371106823125,1
145.18971128576914,-15.94749550663265,1
145.18971128576914,-15.919616030490003,1
145.18971128576914,-15.89173268445718,1
145.18971128576914,-15.863845474601588,1
145.18971128576914,-15.835954407001921,1
145.18971128576914,-15.808059487724984,1
145.18971128576914,-15.780160722851752,1
145.18971128576914,-15.75225811847415,1
145.18971128576914,-15.724351680679318,1
145.18971128576914,-15.696441415564804,1
145.18971128576914,-15.668527329229988,1
145.18971128576914,-15.6406094277704,1
145.18971128576914,-15.61268771730549,1
145.18971128576914,-15.584762203930909,1
145.18971128576914,-15.556832893769037,1
145.18971128576914,-15.528899792954311,1
145.18971128576914,-15.500962907600906,1
145.18971128576914,-15.473022243839456,1
145.18971128576914,-15.445077807805651,1
145.18971128576914,-15.417129605643503,1
145.18971128576914,-15.389177643484297,1
145.18971128576914,-15.361221927482731,1
145.18971128576914,-15.333262463791849,1
145.18971128576914,-15.305299258564816,1
145.18971128576914,-15.277332317968689,1
145.18971128576914,-15.249361648164198,1
145.18971128576914,-15.221387255320039,1
145.18971128576914,-15.19340914561238,1
145.18971128576914,-15.165427325218149,1
145.18971128576914,-15.137441800319289,1
145.18971128576914,-15.109452577105163,1
145.18971128576914,-15.081459661757394,1
145.18971128576914,-15.053463060487172,1
145.2301549526293,-16.114690756611505,2
145.2301549526293,-16.086834626972102,2
145.2301549526293,-16.05897459112323,2
145.2301549526293,-16.031110655121687,2
145.2301549526293,-16.003242825004904,2
145.2301549526293,-15.975371106823125,1
145.2301549526293,-15.94749550663265,1
145.2301549526293,-15.919616030490003,1
145.2301549526293,-15.89173268445718,1
145.2301549526293,-15.863845474601588,1
145.2301549526293,-15.835954407001921,1
145.2301549526293,-15.808059487724984,1
145.2301549526293,-15.780160722851752,1
145.2301549526293,-15.75225811847415,1
