lon,lat,ocean_zone
150.48783164501634,-34.98022498699773,20
150.48783164501634,-34.95646581520999,20
150.48783164501634,-34.93269975387319,20
150.48783164501634,-34.908926805103114,20
150.5282753118814,-34.98022498699773,20
150.5282753118814,-34.95646581520999,20
150.5282753118814,-34.93269975387319,20
150.5282753118814,-34.908926805103114,20
150.56871897874677,-34.98022498699773,20
150.56871897874677,-34.95646581520999,20
150.56871897874677,-34.93269975387319,20
150.56871897874677,-34.908926805103114,20
150.56871897874677,-34.8851469709816,20
150.56871897874677,-34.86136025361234,20
150.56871897874677,-34.8375666551023,20
150.56871897874677,-34.813766177574074,20
150.56871897874677,-34.78995882315009,20
150.56871897874677,-34.76614459393733,20
150.56871897874677,-34.74232349208564,20
150.56871897874677,-34.71849551971749,20
150.56871897874677,-34.694660678964475,20
150.60916264561678,-34.98022498699773,20
150.60916264561678,-34.95646581520999,20
150.60916264561678,-34.93269975387319,20
150.60916264561678,-34.908926805103114,20
150.60916264561678,-34.8851469709816,20
150.60916264561678,-34.86136025361234,20
150.60916264561678,-34.8375666551023,20
150.60916264561678,-34.813766177574074,20
150.60916264561678,-34.78995882315009,20
150.60916264561678,-34.76614459393733,20
150.60916264561678,-34.74232349208564,20
150.60916264561678,-34.71849551971749,20
150.60916264561678,-34.694660678964475,20
150.60916264561678,-34.670818971991054,20
150.64960631248138,-34.98022498699773,20
150.64960631248138,-34.95646581520999,20
150.64960631248138,-34.93269975387319,20
150.64960631248138,-34.908926805103114,20
150.64960631248138,-34.8851469709816,20
150.64960631248138,-34.86136025361234,20
150.64960631248138,-34.8375666551023,20
150.64960631248138,-34.813766177574074,20
150.64960631248138,-34.78995882315009,20
150.64960631248138,-34.76614459393733,20
150.64960631248138,-34.74232349208564,20
150.64960631248138,-34.71849551971749,20
150.64960631248138,-34.694660678964475,20
150.64960631248138,-34.670818971991054,20
150.64960631248138,-34.64697040094969,20
150.64960631248138,-34.62311496798657,20
150.64960631248138,-34.5992526752603,20
150.69004997934482,-34.98022498699773,20
150.69004997934482,-34.95646581520999,20
150.69004997934482,-34.93269975387319,20
150.69004997934482,-34.908926805103114,20
150.69004997934482,-34.8851469709816,20
150.69004997934482,-34.86136025361234,20
150.69004997934482,-34.8375666551023,20
150.69004997934482,-34.813766177574074,20
150.69004997934482,-34.78995882315009,20
150.69004997934482,-34.76614459393733,20
150.69004997934482,-34.74232349208564,20
150.69004997934482,-34.71849551971749,20
150.69004997934482,-34.694660678964475,20
150.69004997934482,-34.670818971991054,20
150.69004997934482,-34.64697040094969,20
150.69004997934482,-34.62311496798657,20
150.69004997934482,-34.5992526752603,20
150.69004997934482,-34.57538352495151,20
150.69004997934482,-34.55150751923145,20
150.69004997934482,-34.5276246602672,20
150.69004997934482,-34.50373495024884,20
150.69004997934482,-34.47983839137147,20
150.69004997934482,-34.45593498582391,20
150.69004997934482,-34.43202473579839,20
150.69004997934482,-34.40810764351381,20
150.69004997934482,-34.384183711176014,20
150.73049364620718,-34.98022498699773,20
150.73049364620718,-34.95646581520999,20
150.73049364620718,-34.93269975387319,20
150.73049364620718,-34.908926805103114,20
150.73049364620718,-34.8851469709816,20
