lon,lat,ocean_zone
150.811380979939,-34.98022498699773,20
150.811380979939,-34.95646581520999,20
150.85182464679954,-34.98022498699773,20
150.85182464679954,-34.95646581520999,20
150.85182464679954,-34.93269975387319,20
150.85182464679954,-34.908926805103114,20
150.85182464679954,-34.8851469709816,20
150.85182464679954,-34.86136025361234,20
150.85182464679954,-34.8375666551023,20
150.85182464679954,-34.813766177574074,20
150.8922683136627,-34.98022498699773,20
150.8922683136627,-34.95646581520999,20
150.8922683136627,-34.93269975387319,20
150.8922683136627,-34.908926805103114,20
150.8922683136627,-34.8851469709816,20
150.8922683136627,-34.86136025361234,20
150.8922683136627,-34.8375666551023,20
150.8922683136627,-34.813766177574074,20
150.8922683136627,-34.78995882315009,20
150.8922683136627,-34.76614459393733,20
150.8922683136627,-34.74232349208564,20
150.8922683136627,-34.71849551971749,20
150.8922683136627,-34.694660678964475,20
150.8922683136627,-34.670818971991054,20
150.8922683136627,-34.64697040094969,20
150.9327119805309,-34.98022498699773,20
150.9327119805309,-34.95646581520999,20
150.9327119805309,-34.93269975387319,20
150.9327119805309,-34.908926805103114,20
150.9327119805309,-34.8851469709816,20
150.9327119805309,-34.86136025361234,20
150.9327119805309,-34.8375666551023,20
150.9327119805309,-34.813766177574074,20
150.9327119805309,-34.78995882315009,20
150.9327119805309,-34.76614459393733,20
150.9327119805309,-34.74232349208564,20
150.9327119805309,-34.71849551971749,20
150.9327119805309,-34.694660678964475,20
150.9327119805309,-34.670818971991054,20
150.9327119805309,-34.64697040094969,20
150.9327119805309,-34.62311496798657,20
150.9327119805309,-34.5992526752603,20
150.9327119805309,-34.57538352495151,20
150.9327119805309,-34.55150751923145,20
150.9327119805309,-34.5276246602672,20
150.9327119805309,-34.50373495024884,20
150.97315564739222,-34.95646581520999,20
150.97315564739222,-34.93269975387319,20
150.97315564739222,-34.908926805103114,20
150.97315564739222,-34.8851469709816,20
150.97315564739222,-34.86136025361234,20
150.97315564739222,-34.8375666551023,20
150.97315564739222,-34.813766177574074,20
150.97315564739222,-34.78995882315009,20
150.97315564739222,-34.76614459393733,20
150.97315564739222,-34.74232349208564,20
150.97315564739222,-34.71849551971749,20
150.97315564739222,-34.694660678964475,20
150.97315564739222,-34.670818971991054,20
150.97315564739222,-34.64697040094969,20
150.97315564739222,-34.62311496798657,20
150.97315564739222,-34.5992526752603,20
150.97315564739222,-34.57538352495151,20
150.97315564739222,-34.55150751923145,20
150.97315564739222,-34.5276246602672,20
150.97315564739222,-34.50373495024884,20
150.97315564739222,-34.47983839137147,20
150.97315564739222,-34.45593498582391,20
150.97315564739222,-34.43202473579839,20
150.97315564739222,-34.40810764351381,20
151.01359931425523,-34.8851469709816,20
151.01359931425523,-34.86136025361234,20
151.01359931425523,-34.8375666551023,20
151.01359931425523,-34.813766177574074,20
151.01359931425523,-34.78995882315009,20
151.01359931425523,-34.76614459393733,20
151.01359931425523,-34.74232349208564,20
151.01359931425523,-34.71849551971749,20
151.01359931425523,-34.694660678964475,20
151.01359931425523,-34.670818971991054,20
151.01359931425523,-34.64697040094969,20
151.01359931425523,-34.62311496798657,20
151.01359931425523,-34.5992526752603,20
151.01359931425523,-34.57538352495151,20
151.01359931425523,-34.55150751923145,20
151.01359931425523,-34.5276246602672,20
151.01359931425523,-34.50373495024884,20
151.01359931425523,-34.47983839137147,20
151.01359931425523,-34.45593498582391,20
151.01359931425523,-34.43202473579839,20
151.01359931425523,-34.40810764351381,20
151.01359931425523,-34.384183711176014,20
151.01359931425523,-34.36025294099984,20
151.01359931425523,-34.33631533520846,20
151.05404298112214,-34.74232349208564,20
151.05404298112214,-34.71849551971749,20
151.05404298112214,-34.694660678964475,20
151.05404298112214,-34.670818971991054,20
151.05404298112214,-34.64697040094969,20
151.05404298112214,-34.62311496798657,20
151.05404298112214,-34.5992526752603,20
151.05404298112214,-34.57538352495151,20
151.05404298112214,-34.55150751923145,20
151.05404298112214,-34.5276246602672,20
151.05404298112214,-34.50373495024884,20
151.05404298112214,-34.47983839137147,20
151.05404298112214,-34.45593498582391,20
151.05404298112214,-34.43202473579839,20
151.05404298112214,-34.40810764351381,20
151.05404298112214,-34.384183711176014,20
151.05404298112214,-34.36025294099984,20
151.05404298112214,-34.33631533520846,20
151.05404298112214,-34.31237089602515,20
151.05404298112214,-34.28841962569117,20
151.05404298112214,-34.264461526432704,20
151.05404298112214,-34.24049660049533,20
151.09448664798592,-34.62311496798657,20
151.09448664798592,-34.5992526752603,20
151.09448664798592,-34.57538352495151,20
151.09448664798592,-34.55150751923145,20
151.09448664798592,-34.5276246602672,20
151.09448664798592,-34.50373495024884,20
151.09448664798592,-34.47983839137147,20
151.09448664798592,-34.45593498582391,20
151.09448664798592,-34.43202473579839,20
151.09448664798592,-34.40810764351381,20
151.09448664798592,-34.384183711176014,20
151.09448664798592,-34.36025294099984,20
151.09448664798592,-34.33631533520846,20
151.09448664798592,-34.31237089602515,20
151.09448664798592,-34.28841962569117,20
151.09448664798592,-34.264461526432704,20
151.09448664798592,-34.24049660049533,20
151.09448664798592,-34.21652485013338,20
151.09448664798592,-34.19254627760115,20
151.1349303148491,-34.5276246602672,20
151.1349303148491,-34.50373495024884,20
151.1349303148491,-34.47983839137147,20
151.1349303148491,-34.45593498582391,20
151.1349303148491,-34.43202473579839,20
151.1349303148491,-34.40810764351381,20
151.1349303148491,-34.384183711176014,20
151.1349303148491,-34.36025294099984,20
151.1349303148491,-34.33631533520846,20
151.1349303148491,-34.31237089602515,20
151.1349303148491,-34.28841962569117,20
151.1349303148491,-34.264461526432704,20
151.1349303148491,-34.24049660049533,20
151.1349303148491,-34.21652485013338,20
151.1349303148491,-34.19254627760115,20
151.1349303148491,-34.16856088515425,20
151.1349303148491,-34.14456867505565,20
151.17537398171177,-34.45593498582391,20
151.17537398171177,-34.43202473579839,20
151.17537398171177,-34.40810764351381,20
151.17537398171177,-34.384183711176014,20
151.17537398171177,-34.36025294099984,20
151.17537398171177,-34.33631533520846,20
151.17537398171177,-34.31237089602515,20
151.17537398171177,-34.28841962569117,20
151.17537398171177,-34.264461526432704,20
151.17537398171177,-34.24049660049533,20
151.17537398171177,-34.21652485013338,20
151.17537398171177,-34.19254627760115,20
151.17537398171177,-34.16856088515425,20
151.17537398171177,-34.14456867505565,20
151.17537398171177,-34.12056964957879,20
151.17537398171177,-34.09656381100366,20
151.21581764857248,-34.40810764351381,20
151.21581764857248,-34.384183711176014,20
151.21581764857248,-34.36025294099984,20
