angle_T,area_T,depth_t,num_levels,wet,x_T,y_T,lon,lat,ocean_zone,starting_particle_depth
0,110507648.16133174,57.586492157413076,10,1,153.44999999999555,-26.650000000000095,153.4499969482422,-26.649999618530273,5,56.7180061340332
0,110507648.16133174,100,14,1,153.54999999999558,-26.650000000000095,153.5500030517578,-26.649999618530273,5,95
0,110507648.16133174,185,23,1,153.64999999999554,-26.650000000000095,153.64999389648437,-26.649999618530273,5,175
0,110604273.62965384,25.091205283766385,5,1,153.1499999999956,-26.550000000000093,153.14999389648437,-26.549999237060547,5,22.667020797729492
0,110604273.62965384,44,8,1,153.24999999999557,-26.550000000000093,153.25,-26.549999237060547,5,40.95497512817383
0,110604273.62965384,52.586492157413076,9,1,153.3499999999956,-26.550000000000093,153.35000610351562,-26.549999237060547,5,48.45497512817383
0,110604273.62965384,52.586492157413076,9,1,153.44999999999555,-26.550000000000093,153.4499969482422,-26.549999237060547,5,48.45497512817383
0,110604273.62965384,79,12,1,153.54999999999558,-26.550000000000093,153.5500030517578,-26.549999237060547,5,75.167022705078125
0,110604273.62965384,138,18,1,153.64999999999554,-26.550000000000093,153.64999389648437,-26.549999237060547,5,135
0,110700562.17817363,25.418200177417372,5,1,153.1499999999956,-26.45000000000009,153.14999389648437,-26.450000762939453,4,22.667020797729492
0,110700562.17817363,49.70497655442571,9,1,153.24999999999557,-26.45000000000009,153.25,-26.450000762939453,4,48.45497512817383
0,110700562.17817363,52.586492157413076,9,1,153.3499999999956,-26.45000000000009,153.35000610351562,-26.450000762939453,4,48.45497512817383
0,110700562.17817363,58,10,1,153.44999999999555,-26.45000000000009,153.4499969482422,-26.450000762939453,4,56.7180061340332
0,110700562.17817363,61.19369356097924,10,1,153.54999999999558,-26.45000000000009,153.5500030517578,-26.450000762939453,4,56.7180061340332
0,110700562.17817363,110,15,1,153.64999999999554,-26.45000000000009,153.64999389648437,-26.450000762939453,4,105
0,110700562.17817363,140,18,1,153.74999999999557,-26.45000000000009,153.75,-26.450000762939453,4,135
0,110796513.51358648,31,6,1,153.1499999999956,-26.35000000000009,153.14999389648437,-26.350000381469727,4,28.16938018798828
0,110796513.51358648,52.586492157413076,9,1,153.24999999999557,-26.35000000000009,153.25,-26.350000381469727,4,48.45497512817383
0,110796513.51358648,52.586492157413076,9,1,153.3499999999956,-26.35000000000009,153.35000610351562,-26.350000381469727,4,48.45497512817383
0,110796513.51358648,59,10,1,153.44999999999555,-26.35000000000009,153.4499969482422,-26.350000381469727,4,56.7180061340332
0,110796513.51358648,61.19369356097924,10,1,153.54999999999558,-26.35000000000009,153.5500030517578,-26.350000381469727,4,56.7180061340332
0,110796513.51358648,87,13,1,153.64999999999554,-26.35000000000009,153.64999389648437,-26.350000381469727,4,85.01538848876953
0,110796513.51358648,110,15,1,153.74999999999557,-26.35000000000009,153.75,-26.350000381469727,4,105
0,110892127.34360549,37,7,1,153.1499999999956,-26.25000000000009,153.14999389648437,-26.25,4,34.2180061340332
0,110892127.34360549,52.586492157413076,9,1,153.24999999999557,-26.25000000000009,153.25,-26.25,4,48.45497512817383
0,110892127.34360549,52.586492157413076,9,1,153.3499999999956,-26.25000000000009,153.35000610351562,-26.25,4,48.45497512817383
0,110892127.34360549,58,10,1,153.44999999999555,-26.25000000000009,153.4499969482422,-26.25,4,56.7180061340332
0,110892127.34360549,61.19369356097924,10,1,153.54999999999558,-26.25000000000009,153.5500030517578,-26.25,4,56.7180061340332
0,110892127.34360549,70,11,1,153.64999999999554,-26.25000000000009,153.64999389648437,-26.25,4,65.66938018798828
0,110892127.34360549,86,13,1,153.74999999999557,-26.25000000000009,153.75,-26.25,4,85.01538848876953
0,110987403.37697195,36.19369356097924,7,1,153.1499999999956,-26.150000000000087,153.14999389648437,-26.149999618530273,4,34.2180061340332
0,110987403.37697195,52.586492157413076,9,1,153.24999999999557,-26.150000000000087,153.25,-26.149999618530273,4,48.45497512817383
0,110987403.37697195,52.586492157413076,9,1,153.3499999999956,-26.150000000000087,153.35000610351562,-26.149999618530273,4,48.45497512817383
0,110987403.37697195,59,10,1,153.44999999999555,-26.150000000000087,153.4499969482422,-26.149999618530273,4,56.7180061340332
0,110987403.37697195,61.19369356097924,10,1,153.54999999999558,-26.150000000000087,153.5500030517578,-26.149999618530273,4,56.7180061340332
0,110987403.37697195,68,11,1,153.64999999999554,-26.150000000000087,153.64999389648437,-26.149999618530273,4,65.66938018798828
0,110987403.37697195,70.41820017741736,11,1,153.74999999999557,-26.150000000000087,153.75,-26.149999618530273,4,65.66938018798828
0,110987403.37697195,148,19,1,153.84999999999553,-26.150000000000087,153.85000610351562,-26.149999618530273,4,145
0,111082341.32346252,20.091205283766385,4,1,153.1499999999956,-26.050000000000086,153.14999389648437,-26.049999237060547,4,17.515390396118164
0,111082341.32346252,52.586492157413076,9,1,153.24999999999557,-26.050000000000086,153.25,-26.049999237060547,4,48.45497512817383
0,111082341.32346252,52.586492157413076,9,1,153.3499999999956,-26.050000000000086,153.35000610351562,-26.049999237060547,4,48.45497512817383
0,111082341.32346252,59,10,1,153.44999999999555,-26.050000000000086,153.4499969482422,-26.049999237060547,4,56.7180061340332
0,111082341.32346252,61.19369356097924,10,1,153.54999999999558,-26.050000000000086,153.5500030517578,-26.049999237060547,4,56.7180061340332
0,111082341.32346252,66.19369356097924,11,1,153.64999999999554,-26.050000000000086,153.64999389648437,-26.049999237060547,4,65.66938018798828
0,111082341.32346252,70.41820017741736,11,1,153.74999999999557,-26.050000000000086,153.75,-26.049999237060547,4,65.66938018798828
0,111082341.32346252,159,20,1,153.84999999999553,-26.050000000000086,153.85000610351562,-26.049999237060547,4,155
0,111176940.89386833,52.586492157413076,9,1,153.24999999999557,-25.950000000000085,153.25,-25.950000762939453,4,48.45497512817383
0,111176940.89386833,52.586492157413076,9,1,153.3499999999956,-25.950000000000085,153.35000610351562,-25.950000762939453,4,48.45497512817383
0,111176940.89386833,59,10,1,153.44999999999555,-25.950000000000085,153.4499969482422,-25.950000762939453,4,56.7180061340332
0,111176940.89386833,61.19369356097924,10,1,153.54999999999558,-25.950000000000085,153.5500030517578,-25.950000762939453,4,56.7180061340332
0,111176940.89386833,61.19369356097924,10,1,153.64999999999554,-25.950000000000085,153.64999389648437,-25.950000762939453,4,56.7180061340332
0,111176940.89386833,70.41820017741736,11,1,153.74999999999557,-25.950000000000085,153.75,-25.950000762939453,4,65.66938018798828
0,111176940.89386833,180,22,1,153.84999999999553,-25.950000000000085,153.85000610351562,-25.950000762939453,4,175
0,111271201.80004244,25.091205283766385,5,1,153.1499999999956,-25.850000000000083,153.14999389648437,-25.850000381469727,4,22.667020797729492
0,111271201.80004244,50,9,1,153.24999999999557,-25.850000000000083,153.25,-25.850000381469727,4,48.45497512817383
0,111271201.80004244,52.586492157413076,9,1,153.3499999999956,-25.850000000000083,153.35000610351562,-25.850000381469727,4,48.45497512817383
0,111271201.80004244,58,10,1,153.44999999999555,-25.850000000000083,153.4499969482422,-25.850000381469727,4,56.7180061340332
0,111271201.80004244,61.19369356097924,10,1,153.54999999999558,-25.850000000000083,153.5500030517578,-25.850000381469727,4,56.7180061340332
0,111271201.80004244,61.19369356097924,10,1,153.64999999999554,-25.850000000000083,153.64999389648437,-25.850000381469727,4,56.7180061340332
0,111271201.80004244,70.41820017741736,11,1,153.74999999999557,-25.850000000000083,153.75,-25.850000381469727,4,65.66938018798828
0,111365123.75483511,31,6,1,153.1499999999956,-25.75000000000008,153.14999389648437,-25.75,4,28.16938018798828
0,111365123.75483511,44.70497655442571,8,1,153.24999999999557,-25.75000000000008,153.25,-25.75,4,40.95497512817383
0,111365123.75483511,52.586492157413076,9,1,153.3499999999956,-25.75000000000008,153.35000610351562,-25.75,4,48.45497512817383
0,111365123.75483511,51,9,1,153.44999999999555,-25.75000000000008,153.4499969482422,-25.75,4,48.45497512817383
0,111365123.75483511,58,10,1,153.54999999999558,-25.75000000000008,153.5500030517578,-25.75,4,56.7180061340332
0,111365123.75483511,61.19369356097924,10,1,153.64999999999554,-25.75000000000008,153.64999389648437,-25.75,4,56.7180061340332
0,111365123.75483511,76,12,1,153.74999999999557,-25.75000000000008,153.75,-25.75,4,75.167022705078125
0,111458706.47213534,31.19369356097924,6,1,153.1499999999956,-25.65000000000008,153.14999389648437,-25.649999618530273,4,28.16938018798828
0,111458706.47213534,44,8,1,153.24999999999557,-25.65000000000008,153.25,-25.649999618530273,4,40.95497512817383
0,111458706.47213534,49.70497655442571,9,1,153.3499999999956,-25.65000000000008,153.35000610351562,-25.649999618530273,4,48.45497512817383
0,111458706.47213534,52,9,1,153.44999999999555,-25.65000000000008,153.4499969482422,-25.649999618530273,4,48.45497512817383
0,111458706.47213534,58,10,1,153.54999999999558,-25.65000000000008,153.5500030517578,-25.649999618530273,4,56.7180061340332
0,111458706.47213534,59,10,1,153.64999999999554,-25.65000000000008,153.64999389648437,-25.649999618530273,4,56.7180061340332
0,111458706.47213534,88,13,1,153.74999999999557,-25.65000000000008,153.75,-25.649999618530273,4,85.01538848876953
0,111551949.66690595,20.007694787128038,4,1,153.1499999999956,-25.55000000000008,153.14999389648437,-25.549999237060547,4,17.515390396118164
0,111551949.66690595,44,8,1,153.24999999999557,-25.55000000000008,153.25,-25.549999237060547,4,40.95497512817383
0,111551949.66690595,44.70497655442571,8,1,153.3499999999956,-25.55000000000008,153.35000610351562,-25.549999237060547,4,40.95497512817383
0,111551949.66690595,52.586492157413076,9,1,153.44999999999555,-25.55000000000008,153.4499969482422,-25.549999237060547,4,48.45497512817383
0,111551949.66690595,58,10,1,153.54999999999558,-25.55000000000008,153.5500030517578,-25.549999237060547,4,56.7180061340332
0,111551949.66690595,59,10,1,153.64999999999554,-25.55000000000008,153.64999389648437,-25.549999237060547,4,56.7180061340332
0,111551949.66690595,109,15,1,153.74999999999557,-25.55000000000008,153.75,-25.549999237060547,4,105
0,111644853.0550774,42.586492157413076,8,1,153.24999999999557,-25.450000000000077,153.25,-25.450000762939453,4,40.95497512817383
0,111644853.0550774,44.70497655442571,8,1,153.3499999999956,-25.450000000000077,153.35000610351562,-25.450000762939453,4,40.95497512817383
0,111644853.0550774,52,9,1,153.44999999999555,-25.450000000000077,153.4499969482422,-25.450000762939453,4,48.45497512817383
0,111644853.0550774,52.586492157413076,9,1,153.54999999999558,-25.450000000000077,153.5500030517578,-25.450000762939453,4,48.45497512817383
