lat,lon,distance,rel_lat,rel_lon,rel_date,ParticleID,region,shelf,obs,zone7_landed
-35.99058151245117,151.55670166015625,1590.3499755859375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,36,Fail
-35.88032150268555,151.40626525878906,1622.260498046875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,37,Fail
-35.77924728393555,151.34568786621094,1650.65673828125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,38,Fail
-35.70659637451172,151.3699951171875,1678.3790283203125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,39,Fail
-35.638999938964844,151.46368408203125,1708.1729736328125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,40,Fail
-35.535037994384766,151.4620361328125,1737.995849609375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,41,Fail
-35.55339813232422,151.43649291992188,1767.2161865234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,42,Fail
-35.68076705932617,151.53659057617188,1798.6461181640625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,43,Fail
-35.678138732910156,151.6786346435547,1829.34521484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,44,Fail
-35.50770568847656,151.65667724609375,1862.286865234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,45,Fail
-35.51449203491211,151.3893280029297,1900.0404052734375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,46,Fail
-35.8446044921875,151.43397521972656,1945.581298828125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,47,Fail
-36.061187744140625,151.98977661132812,2007.93115234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,48,Fail
-35.7976188659668,152.19033813476562,2054.1630859375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32191,NA,Fail,49,Fail
-29.149999618530273,153.64999389648438,0,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,1,Fail
-29.25690460205078,153.62841796875,29.01144790649414,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,2,Fail
-29.42059898376465,153.59429931640625,61.53630447387695,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,3,Fail
-29.463289260864258,153.58840942382812,88.937957763671875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,4,Fail
-29.444786071777344,153.6237335205078,117.24064636230469,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,5,Fail
-29.477996826171875,153.6305389404297,145.91705322265625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,6,Fail
-29.5344181060791,153.60482788085938,174.80723571777344,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,7,Fail
-29.68535041809082,153.55714416503906,207.3050994873047,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,8,Fail
-29.78485107421875,153.5670166015625,236.6580047607422,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,9,Fail
-29.810890197753906,153.58050537109375,265.5990295410156,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,10,Fail
-29.891929626464844,153.61647033691406,294.37628173828125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,11,Fail
-30.152193069458008,153.6759033203125,332.89422607421875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,12,Fail
-30.644010543823242,153.96417236328125,398.5634460449219,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,13,Fail
-31.310606002807617,153.6770782470703,498.56622314453125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,14,Fail
-31.12772560119629,153.32733154296875,548.81268310546875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,15,Fail
-31.033723831176758,153.4381866455078,579.97723388671875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,16,Fail
-31.329959869384766,153.7388916015625,631.1275634765625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,17,Fail
-31.984920501708984,153.40016174316406,717.76678466796875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,18,Fail
-32.609336853027344,152.87088012695312,806.45465087890625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,19,Fail
-33.461185455322266,152.37640380859375,913.8238525390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,20,Fail
-34.3405876159668,151.9989776611328,1019.8031005859375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,21,Fail
-34.84574890136719,151.73121643066406,1085.4505615234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,22,Fail
-34.96135330200195,151.59165954589844,1117.79248046875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,23,Fail
-34.9291877746582,151.4201202392578,1149.0648193359375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,24,Fail
-34.960052490234375,151.313720703125,1178.7528076171875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,25,Fail
-35.03120803833008,151.27175903320312,1207.1859130859375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,26,Fail
-35.0995979309082,151.21261596679688,1236.554931640625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,27,Fail
-35.15251541137695,151.28024291992188,1265.1248779296875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,28,Fail
-35.16741943359375,151.3731689453125,1294.25830078125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,29,Fail
-35.13951873779297,151.52511596679688,1324.5347900390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,30,Fail
-35.17777633666992,151.72389221191406,1356.921142578125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,31,Fail
-35.3406867980957,151.96133422851562,1394.5400390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,32,Fail
-35.650665283203125,152.18556213378906,1441.1658935546875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,33,Fail
-35.916255950927734,152.3285675048828,1480.86865234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,34,Fail
-36.090633392333984,152.31781005859375,1512.4461669921875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,35,Fail
-36.222537994384766,152.24676513671875,1542.646484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,36,Fail
-36.34360885620117,152.26222229003906,1572.586669921875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,37,Fail
-36.51243209838867,152.33697509765625,1604.8941650390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,38,Fail
-36.6974983215332,152.45420837402344,1638.375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,39,Fail
-36.885135650634766,152.57562255859375,1672.4412841796875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,40,Fail
-37.0438117980957,152.61582946777344,1704.853271484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,41,Fail
-37.15473937988281,152.46023559570312,1736.5654296875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,42,Fail
-37.31557083129883,152.2996063232422,1771.063232421875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,43,Fail
-37.356689453125,152.1256561279297,1802.9031982421875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,44,Fail
-37.35517501831055,151.8008270263672,1839.7667236328125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,45,Fail
-37.387813568115234,151.48663330078125,1876.5220947265625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,46,Fail
-37.43360137939453,151.2500762939453,1909.6358642578125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,47,Fail
-37.50548553466797,151.07928466796875,1941.015380859375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,48,Fail
-37.567726135253906,150.93849182128906,1971.97021484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,49,Fail
-37.77114486694336,150.78610229492188,2007.06103515625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32351,NA,Fail,50,Fail
-29.149999618530273,153.64999389648438,0,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,1,Fail
-29.269777297973633,153.63404846191406,29.95465660095215,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,2,Fail
-29.44908905029297,153.6163787841797,62.33036422729492,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,3,Fail
-29.531200408935547,153.60110473632812,92.62940216064453,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,4,Fail
-29.495885848999023,153.59909057617188,121.01647186279297,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,5,Fail
-29.463943481445312,153.6099853515625,148.81185913085938,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,6,Fail
-29.50530242919922,153.60604858398438,176.75784301757812,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,7,Fail
-29.627546310424805,153.57455444335938,206.5618896484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,8,Fail
-29.69881248474121,153.55377197265625,235.36585998535156,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,9,Fail
-29.702810287475586,153.55189514160156,263.2300720214844,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,10,Fail
-29.735517501831055,153.5886993408203,290.9969787597656,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,11,Fail
-29.981853485107422,153.6337890625,328.9848327636719,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,12,Fail
-30.346837997436523,153.67413330078125,375.4720764160156,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,13,Fail
-30.911054611206055,153.9920196533203,449.16363525390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,14,Fail
-31.40500259399414,153.5360107421875,532.77838134765625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,15,Fail
-31.173667907714844,153.4546356201172,573.90740966796875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,16,Fail
-31.3813533782959,153.71530151367188,620.67376708984375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,17,Fail
-31.922529220581055,153.3684539794922,694.86328125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,18,Fail
-32.29933547973633,152.9209747314453,757.77459716796875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,19,Fail
-32.989784240722656,152.56581115722656,844.1356201171875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,20,Fail
-33.69190216064453,152.09869384765625,935.816650390625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,21,Fail
-34.35430145263672,151.82640075683594,1016.743408203125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,22,Fail
-34.85871887207031,151.77203369140625,1077.427734375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,23,Fail
-35.07973098754883,151.641845703125,1116.9183349609375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,24,Fail
-34.96514129638672,151.50718688964844,1148.267822265625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,25,Fail
-34.823997497558594,151.4469757080078,1179.669677734375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,26,Fail
-34.67782211303711,151.38357543945312,1211.931640625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,27,Fail
-34.660552978515625,151.35577392578125,1239.92529296875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,28,Fail
-34.70681381225586,151.38742065429688,1267.2672119140625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,29,Fail
-34.79050827026367,151.49972534179688,1297.75439453125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,30,Fail
-34.840431213378906,151.70130920410156,1330.4490966796875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,31,Fail
-35.18161392211914,152.04898071289062,1386.2052001953125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,32,Fail
-35.726112365722656,152.59341430664062,1467.27587890625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,33,Fail
-35.96178436279297,153.2236328125,1534.70849609375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,34,Fail
-35.81430435180664,153.87522888183594,1600.565673828125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,35,Fail
-35.20404815673828,154.40574645996094,1687.871826171875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,36,Fail
-34.37143325805664,154.652587890625,1785.2474365234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,37,Fail
-33.51176071166992,154.93942260742188,1886.445068359375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,38,Fail
-32.8162841796875,155.4306640625,1978.8541259765625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,39,Fail
-32.369842529296875,156.10337829589844,2062.453857421875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,40,Fail
-32.242679595947266,156.6810302734375,2123.624267578125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,41,Fail
-32.40638732910156,157.04443359375,2168.830322265625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,42,Fail
-32.67102813720703,157.0560760498047,2207.743896484375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,43,Fail
-32.84510803222656,156.89540100097656,2242.20166015625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,44,Fail
-32.81479263305664,156.6016082763672,2280.630615234375,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,45,Fail
-32.21993637084961,156.77032470703125,2354.01416015625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,46,Fail
-31.48187828063965,157.2367706298828,2449.52001953125,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,47,Fail
-31.008056640625,157.40892028808594,2509.236572265625,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,48,Fail
-30.59727668762207,157.4291229248047,2560.24169921875,-29.149999618530273,153.64999389648438,1993-11-02,-29.1499996185303_153.649993896484_1993-11-02_32741,NA,Fail,49,Fail
-28.950000762939453,153.64999389648438,0,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,1,Fail
-29.078550338745117,153.6228485107422,29.11313247680664,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,2,Fail
-29.203100204467773,153.6392059326172,59.361778259277344,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,3,Fail
-29.402667999267578,153.7124786376953,94.062255859375,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,4,Fail
-29.62226104736328,153.68402099609375,129.51426696777344,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,5,Fail
-29.818174362182617,153.69688415527344,163.01670837402344,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,6,Fail
-30.11919593811035,153.75509643554688,204.1358184814453,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,7,Fail
-30.56971549987793,153.93727111816406,261.7058410644531,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,8,Fail
-30.911100387573242,153.55029296875,328.4613037109375,-28.950000762939453,153.64999389648438,1993-11-03,-28.9500007629395_153.649993896484_1993-11-03_33632,NA,Fail,9,Fail
